order_id,order_date,customer_id,customer_type,channel,segment,city,product_id,product_name,category,quantity,unit_price_tnd,line_total_tnd,discount_rate,payment_method,shipping_tnd,order_total_tnd
ORD-01997,2023-11-10 20:39:00,CUST-0100,B2C,B2C Instagram,Silver,Sfax,KINZ-022,Gel douche Framboise,Body Care,1,20.000,20.000,0.10,Cash on Delivery,7.000,25.000
ORD-01998,2024-06-18 22:21:00,CUST-0102,B2C,B2C Web,Bronze,Kairouan,KINZ-009,Trio fruité - Framboise,Gift Sets,1,50.000,50.000,0.05,Cash on Delivery,0.000,141.550
ORD-01998,2024-06-18 22:21:00,CUST-0102,B2C,B2C Web,Bronze,Kairouan,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,1,99.000,99.000,0.05,Cash on Delivery,0.000,141.550
ORD-01999,2023-08-10 23:11:00,CUST-0055,B2C,B2C Instagram,Silver,Kasserine,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,1,49.000,49.000,0.15,Cash on Delivery,7.000,48.650
ORD-02000,2023-02-16 00:39:00,CUST-0163,B2C,B2C Instagram,Bronze,Ariana,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,1,20.000,20.000,0.15,D17,7.000,24.000
ORD-02001,2024-04-12 12:39:00,CUST-0091,B2C,B2C Instagram,Silver,Ariana,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,1,124.000,124.000,0.15,Cash on Delivery,0.000,105.400
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-018,Gel douche jasmin,Body Care,12,20.000,240.000,0.12,Bank Transfer,0.000,2279.904
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,12,20.000,240.000,0.12,Bank Transfer,0.000,2279.904
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-025,Pack Framboise + Trousse offerte,Accessories,12,99.000,1188.000,0.12,Bank Transfer,0.000,2279.904
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-012,Duo Fruité - Framboise,Gift Sets,12,33.000,396.000,0.12,Bank Transfer,0.000,2279.904
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-013,Brume parfumée Bergamote,Fragrance,12,24.000,288.000,0.12,Bank Transfer,0.000,2279.904
ORD-02002,2023-05-13 07:54:00,CUST-0185,B2B,B2B Pharmacy,Platinum,Bizerte,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,12,19.900,238.800,0.12,Bank Transfer,0.000,2279.904
ORD-02003,2024-04-05 17:28:00,CUST-0213,B2B,B2B Reseller,Gold,La Marsa,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,12,20.000,240.000,0.20,Bank Transfer,0.000,910.080
ORD-02003,2024-04-05 17:28:00,CUST-0213,B2B,B2B Reseller,Gold,La Marsa,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,12,19.900,238.800,0.20,Bank Transfer,0.000,910.080
ORD-02003,2024-04-05 17:28:00,CUST-0213,B2B,B2B Reseller,Gold,La Marsa,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,12,19.900,238.800,0.20,Bank Transfer,0.000,910.080
ORD-02003,2024-04-05 17:28:00,CUST-0213,B2B,B2B Reseller,Gold,La Marsa,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,12,35.000,420.000,0.20,Bank Transfer,0.000,910.080
ORD-02004,2023-11-21 22:53:00,CUST-0444,B2C,B2C Instagram,Bronze,Sfax,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,1,19.900,19.900,0.15,Bank Transfer,7.000,23.915
ORD-02005,2023-05-20 00:56:00,CUST-0014,B2B,B2B Reseller,Silver,Tunis,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,3,19.900,59.700,0.20,Card (Stripe),0.000,285.360
ORD-02005,2023-05-20 00:56:00,CUST-0014,B2B,B2B Reseller,Silver,Tunis,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,3,99.000,297.000,0.20,Card (Stripe),0.000,285.360
ORD-02006,2023-11-30 10:04:00,CUST-0060,B2B,B2B Reseller,Gold,Nabeul,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,33.000,99.000,0.20,Bank Transfer,0.000,458.400
ORD-02006,2023-11-30 10:04:00,CUST-0060,B2B,B2B Reseller,Gold,Nabeul,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,3,35.000,105.000,0.20,Bank Transfer,0.000,458.400
ORD-02006,2023-11-30 10:04:00,CUST-0060,B2B,B2B Reseller,Gold,Nabeul,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,3,99.000,297.000,0.20,Bank Transfer,0.000,458.400
ORD-02006,2023-11-30 10:04:00,CUST-0060,B2B,B2B Reseller,Gold,Nabeul,KINZ-017,Brume parfumée Jasmin,Fragrance,3,24.000,72.000,0.20,Bank Transfer,0.000,458.400
ORD-02007,2024-09-26 22:31:00,CUST-0301,B2C,B2C Instagram,Bronze,Monastir,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,1,20.000,20.000,0.10,Cash on Delivery,7.000,25.000
ORD-02008,2023-06-03 23:00:00,CUST-0212,B2C,B2C Web,Silver,Ben Arous,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,1,20.000,20.000,0.00,D17,7.000,27.000
ORD-02009,2024-12-25 17:51:00,CUST-0089,B2C,B2C Web,Silver,Sousse,KINZ-024,Lait de corps Framboise - 125ml,Body Care,2,20.000,40.000,0.00,Cash on Delivery,0.000,119.600
ORD-02009,2024-12-25 17:51:00,CUST-0089,B2C,B2C Web,Silver,Sousse,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,2,19.900,39.800,0.00,Cash on Delivery,0.000,119.600
ORD-02009,2024-12-25 17:51:00,CUST-0089,B2C,B2C Web,Silver,Sousse,KINZ-007,Trousse Verte - Signée Kinz,Accessories,2,19.900,39.800,0.00,Cash on Delivery,0.000,119.600
ORD-02010,2023-01-09 02:33:00,CUST-0379,B2C,B2C Web,Gold,Kasserine,KINZ-009,Trio fruité - Framboise,Gift Sets,1,50.000,50.000,0.02,Card (Stripe),7.000,56.000
ORD-02011,2024-04-11 05:50:00,CUST-0341,B2C,B2C Web,Gold,Ariana,KINZ-012,Duo Fruité - Framboise,Gift Sets,1,33.000,33.000,0.02,D17,7.000,39.340
ORD-02012,2023-02-03 10:09:00,CUST-0483,B2C,B2C Facebook,Silver,Kasserine,KINZ-017,Brume parfumée Jasmin,Fragrance,2,24.000,48.000,0.02,Card (Stripe),0.000,143.080
ORD-02012,2023-02-03 10:09:00,CUST-0483,B2C,B2C Facebook,Silver,Kasserine,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,2,49.000,98.000,0.02,Card (Stripe),0.000,143.080
ORD-02013,2024-03-26 03:41:00,CUST-0094,B2C,B2C Instagram,Bronze,Kairouan,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,1,157.000,157.000,0.10,Card (Stripe),0.000,141.300
ORD-02014,2023-01-30 10:11:00,CUST-0096,B2B,B2B Reseller,Platinum,Sousse,KINZ-019,Lait de corps jasmin - 125ml,Body Care,6,20.000,120.000,0.20,Bank Transfer,0.000,264.000
ORD-02014,2023-01-30 10:11:00,CUST-0096,B2B,B2B Reseller,Platinum,Sousse,KINZ-030,Lait de corps monoï - 250ml,Body Care,6,35.000,210.000,0.20,Bank Transfer,0.000,264.000
ORD-02015,2024-07-20 17:09:00,CUST-0121,B2C,B2C Instagram,Bronze,Nabeul,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,1,19.900,19.900,0.20,Cash on Delivery,7.000,22.920
ORD-02016,2023-11-12 08:26:00,CUST-0482,B2C,B2C Instagram,Bronze,Ben Arous,KINZ-024,Lait de corps Framboise - 125ml,Body Care,1,20.000,20.000,0.20,Bank Transfer,7.000,23.000
ORD-02017,2023-12-07 08:55:00,CUST-0293,B2B,B2B Reseller,Gold,Sfax,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,12,99.000,1188.000,0.15,Bank Transfer,0.000,2733.600
ORD-02017,2023-12-07 08:55:00,CUST-0293,B2B,B2B Reseller,Gold,Sfax,KINZ-025,Pack Framboise + Trousse offerte,Accessories,12,99.000,1188.000,0.15,Bank Transfer,0.000,2733.600
ORD-02017,2023-12-07 08:55:00,CUST-0293,B2B,B2B Reseller,Gold,Sfax,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,12,35.000,420.000,0.15,Bank Transfer,0.000,2733.600
ORD-02017,2023-12-07 08:55:00,CUST-0293,B2B,B2B Reseller,Gold,Sfax,KINZ-020,Huile sèche Jasmin,Vegetable Oils,12,35.000,420.000,0.15,Bank Transfer,0.000,2733.600
ORD-02018,2023-02-26 10:15:00,CUST-0083,B2C,B2C Instagram,Gold,Sfax,KINZ-020,Huile sèche Jasmin,Vegetable Oils,1,35.000,35.000,0.12,Cash on Delivery,7.000,37.800
ORD-02019,2024-07-25 16:15:00,CUST-0297,B2C,B2C Instagram,Gold,Gabès,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,1,99.000,99.000,0.12,D17,7.000,94.120
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-009,Trio fruité - Framboise,Gift Sets,6,50.000,300.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-025,Pack Framboise + Trousse offerte,Accessories,6,99.000,594.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-018,Gel douche jasmin,Body Care,6,20.000,120.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,6,35.000,210.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-020,Huile sèche Jasmin,Vegetable Oils,6,35.000,210.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-022,Gel douche Framboise,Body Care,6,20.000,120.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,6,20.000,120.000,0.10,Bank Transfer,0.000,1636.200
ORD-02020,2023-07-12 05:02:00,CUST-0281,B2B,B2B Spa,Silver,Nabeul,KINZ-017,Brume parfumée Jasmin,Fragrance,6,24.000,144.000,0.10,Bank Transfer,0.000,1636.200
ORD-02021,2024-10-14 17:25:00,CUST-0122,B2C,B2C Web,Silver,Kairouan,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,1,99.000,99.000,0.05,Cash on Delivery,0.000,267.900
ORD-02021,2024-10-14 17:25:00,CUST-0122,B2C,B2C Web,Silver,Kairouan,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,1,49.000,49.000,0.05,Cash on Delivery,0.000,267.900
ORD-02021,2024-10-14 17:25:00,CUST-0122,B2C,B2C Web,Silver,Kairouan,KINZ-030,Lait de corps monoï - 250ml,Body Care,1,35.000,35.000,0.05,Cash on Delivery,0.000,267.900
ORD-02021,2024-10-14 17:25:00,CUST-0122,B2C,B2C Web,Silver,Kairouan,KINZ-025,Pack Framboise + Trousse offerte,Accessories,1,99.000,99.000,0.05,Cash on Delivery,0.000,267.900
ORD-02022,2024-08-10 10:07:00,CUST-0294,B2B,B2B Spa,Silver,Ariana,KINZ-012,Duo Fruité - Framboise,Gift Sets,24,33.000,792.000,0.10,Card (Stripe),0.000,2633.040
ORD-02022,2024-08-10 10:07:00,CUST-0294,B2B,B2B Spa,Silver,Ariana,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,24,49.000,1176.000,0.10,Card (Stripe),0.000,2633.040
ORD-02022,2024-08-10 10:07:00,CUST-0294,B2B,B2B Spa,Silver,Ariana,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,24,20.000,480.000,0.10,Card (Stripe),0.000,2633.040
ORD-02022,2024-08-10 10:07:00,CUST-0294,B2B,B2B Spa,Silver,Ariana,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,24,19.900,477.600,0.10,Card (Stripe),0.000,2633.040
ORD-02023,2024-08-23 23:22:00,CUST-0483,B2C,B2C Facebook,Silver,Kasserine,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,1,157.000,157.000,0.07,Card (Stripe),0.000,192.510
ORD-02023,2024-08-23 23:22:00,CUST-0483,B2C,B2C Facebook,Silver,Kasserine,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,1,50.000,50.000,0.07,Card (Stripe),0.000,192.510
ORD-02024,2023-03-26 06:43:00,CUST-0241,B2C,B2C Web,Bronze,Ariana,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,2,157.000,314.000,0.00,Card (Stripe),0.000,384.000
ORD-02024,2023-03-26 06:43:00,CUST-0241,B2C,B2C Web,Bronze,Ariana,KINZ-020,Huile sèche Jasmin,Vegetable Oils,2,35.000,70.000,0.00,Card (Stripe),0.000,384.000
ORD-02025,2024-04-16 13:29:00,CUST-0359,B2C,B2C Instagram,Silver,Sousse,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,1,19.900,19.900,0.15,Bank Transfer,0.000,101.065
ORD-02025,2024-04-16 13:29:00,CUST-0359,B2C,B2C Instagram,Silver,Sousse,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,1,99.000,99.000,0.15,Bank Transfer,0.000,101.065
ORD-02026,2023-05-04 19:46:00,CUST-0022,B2C,B2C Web,Bronze,Nabeul,KINZ-005,Trousse Blanc-cassé - Signée Kinz,Accessories,1,19.900,19.900,0.00,Card (Stripe),7.000,26.900
ORD-02027,2023-10-28 18:12:00,CUST-0019,B2B,B2B Pharmacy,Platinum,Sfax,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,33.000,198.000,0.12,Bank Transfer,0.000,907.632
ORD-02027,2023-10-28 18:12:00,CUST-0019,B2B,B2B Pharmacy,Platinum,Sfax,KINZ-007,Trousse Verte - Signée Kinz,Accessories,6,19.900,119.400,0.12,Bank Transfer,0.000,907.632
ORD-02027,2023-10-28 18:12:00,CUST-0019,B2B,B2B Pharmacy,Platinum,Sfax,KINZ-018,Gel douche jasmin,Body Care,6,20.000,120.000,0.12,Bank Transfer,0.000,907.632
ORD-02027,2023-10-28 18:12:00,CUST-0019,B2B,B2B Pharmacy,Platinum,Sfax,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,6,99.000,594.000,0.12,Bank Transfer,0.000,907.632
ORD-02028,2023-01-24 17:43:00,CUST-0146,B2C,B2C Instagram,Gold,Ben Arous,KINZ-017,Brume parfumée Jasmin,Fragrance,1,24.000,24.000,0.12,Cash on Delivery,7.000,28.120
ORD-02029,2023-01-18 18:12:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-012,Duo Fruité - Framboise,Gift Sets,2,33.000,66.000,0.00,Card (Stripe),0.000,154.000
ORD-02029,2023-01-18 18:12:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-024,Lait de corps Framboise - 125ml,Body Care,2,20.000,40.000,0.00,Card (Stripe),0.000,154.000
ORD-02029,2023-01-18 18:12:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-013,Brume parfumée Bergamote,Fragrance,2,24.000,48.000,0.00,Card (Stripe),0.000,154.000
ORD-02030,2024-12-12 18:31:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-025,Pack Framboise + Trousse offerte,Accessories,2,99.000,198.000,0.00,Cash on Delivery,0.000,546.000
ORD-02030,2024-12-12 18:31:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,2,124.000,248.000,0.00,Cash on Delivery,0.000,546.000
ORD-02030,2024-12-12 18:31:00,CUST-0066,B2C,B2C Web,Silver,Bizerte,KINZ-008,Trio Floral - Jasmin,Gift Sets,2,50.000,100.000,0.00,Cash on Delivery,0.000,546.000
ORD-02031,2023-05-14 06:54:00,CUST-0474,B2B,B2B Spa,Gold,Kasserine,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,12,157.000,1884.000,0.05,Bank Transfer,0.000,2348.400
ORD-02031,2023-05-14 06:54:00,CUST-0474,B2B,B2B Spa,Gold,Kasserine,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,12,49.000,588.000,0.05,Bank Transfer,0.000,2348.400
ORD-02032,2023-03-03 05:38:00,CUST-0143,B2C,B2C Web,Bronze,Nabeul,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,1,20.000,20.000,0.00,Card (Stripe),7.000,47.000
ORD-02032,2023-03-03 05:38:00,CUST-0143,B2C,B2C Web,Bronze,Nabeul,KINZ-024,Lait de corps Framboise - 125ml,Body Care,1,20.000,20.000,0.00,Card (Stripe),7.000,47.000
ORD-02033,2023-04-20 10:20:00,CUST-0484,B2C,B2C Instagram,Silver,Mahdia,KINZ-028,Crème Mains 10% Urée - 50gr,Skincare,1,20.000,20.000,0.15,Cash on Delivery,7.000,24.000
ORD-02034,2023-05-08 00:39:00,CUST-0031,B2C,B2C Instagram,Bronze,Monastir,KINZ-029,Vitamine C & Alpha Arbutine - 30ml,Cosmétique,1,49.000,49.000,0.20,Cash on Delivery,7.000,46.200
ORD-02035,2024-01-15 14:37:00,CUST-0034,B2C,B2C Instagram,Gold,Gafsa,KINZ-012,Duo Fruité - Framboise,Gift Sets,1,33.000,33.000,0.12,D17,7.000,36.040
ORD-02036,2024-04-17 13:00:00,CUST-0129,B2C,B2C Instagram,Silver,Ariana,KINZ-018,Gel douche jasmin,Body Care,1,20.000,20.000,0.15,Card (Stripe),7.000,24.000
ORD-02037,2024-07-21 07:06:00,CUST-0212,B2C,B2C Web,Silver,Ben Arous,KINZ-009,Trio fruité - Framboise,Gift Sets,2,50.000,100.000,0.00,Cash on Delivery,0.000,298.000
ORD-02037,2024-07-21 07:06:00,CUST-0212,B2C,B2C Web,Silver,Ben Arous,KINZ-025,Pack Framboise + Trousse offerte,Accessories,2,99.000,198.000,0.00,Cash on Delivery,0.000,298.000
ORD-02038,2023-06-01 18:01:00,CUST-0055,B2C,B2C Instagram,Silver,Kasserine,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,1,124.000,124.000,0.10,Card (Stripe),0.000,141.300
ORD-02038,2023-06-01 18:01:00,CUST-0055,B2C,B2C Instagram,Silver,Kasserine,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,1,33.000,33.000,0.10,Card (Stripe),0.000,141.300
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-010,Trio Fresh & Tonique - Bergamote-Verveine,Gift Sets,3,50.000,150.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-012,Duo Fruité - Framboise,Gift Sets,3,33.000,99.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-017,Brume parfumée Jasmin,Fragrance,3,24.000,72.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-009,Trio fruité - Framboise,Gift Sets,3,50.000,150.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,3,35.000,105.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-030,Lait de corps monoï - 250ml,Body Care,3,35.000,105.000,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-007,Trousse Verte - Signée Kinz,Accessories,3,19.900,59.700,0.07,Bank Transfer,0.000,755.811
ORD-02039,2023-12-07 02:03:00,CUST-0118,B2B,B2B Pharmacy,Bronze,La Marsa,KINZ-013,Brume parfumée Bergamote,Fragrance,3,24.000,72.000,0.07,Bank Transfer,0.000,755.811
ORD-02040,2024-09-02 08:31:00,CUST-0220,B2C,B2C Web,Bronze,Sfax,KINZ-004,Pack l'Essentiel Anti-âge - Routine Simpliste,Gift Sets,1,124.000,124.000,0.00,D17,0.000,124.000
ORD-02041,2024-03-26 08:53:00,CUST-0481,B2C,B2C Web,Bronze,La Marsa,KINZ-013,Brume parfumée Bergamote,Fragrance,2,24.000,48.000,0.00,Cash on Delivery,7.000,95.000
ORD-02041,2024-03-26 08:53:00,CUST-0481,B2C,B2C Web,Bronze,La Marsa,KINZ-014,Gel douche Bergamote,Body Care,2,20.000,40.000,0.00,Cash on Delivery,7.000,95.000
ORD-02042,2024-02-17 13:27:00,CUST-0137,B2B,B2B Spa,Silver,Nabeul,KINZ-011,Duo Fresh & Tonique - Bergamote-Verveine,Gift Sets,6,33.000,198.000,0.10,Bank Transfer,0.000,367.200
ORD-02042,2024-02-17 13:27:00,CUST-0137,B2B,B2B Spa,Silver,Nabeul,KINZ-021,Huile sèche pailletée Framboise,Vegetable Oils,6,35.000,210.000,0.10,Bank Transfer,0.000,367.200
ORD-02043,2023-09-26 18:15:00,CUST-0336,B2C,B2C Facebook,Bronze,Sfax,KINZ-018,Gel douche jasmin,Body Care,2,20.000,40.000,0.07,Card (Stripe),0.000,329.220
ORD-02043,2023-09-26 18:15:00,CUST-0336,B2C,B2C Facebook,Bronze,Sfax,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,2,157.000,314.000,0.07,Card (Stripe),0.000,329.220
ORD-02044,2023-03-09 10:50:00,CUST-0363,B2C,B2C Web,Bronze,Monastir,KINZ-009,Trio fruité - Framboise,Gift Sets,1,50.000,50.000,0.00,Cash on Delivery,7.000,57.000
ORD-02045,2024-06-25 15:40:00,CUST-0311,B2C,B2C Facebook,Bronze,Mahdia,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,1,157.000,157.000,0.07,Cash on Delivery,0.000,146.010
ORD-02046,2023-04-12 04:13:00,CUST-0196,B2C,B2C Web,Bronze,Ben Arous,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,1,99.000,99.000,0.00,Bank Transfer,0.000,134.000
ORD-02046,2023-04-12 04:13:00,CUST-0196,B2C,B2C Web,Bronze,Ben Arous,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,1,35.000,35.000,0.00,Bank Transfer,0.000,134.000
ORD-02047,2024-08-28 19:18:00,CUST-0343,B2C,B2C Instagram,Bronze,Bizerte,KINZ-030,Lait de corps monoï - 250ml,Body Care,1,35.000,35.000,0.15,D17,7.000,36.750
ORD-02048,2024-11-07 04:01:00,CUST-0435,B2B,B2B Pharmacy,Gold,La Marsa,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,24,99.000,2376.000,0.12,Bank Transfer,0.000,4055.040
ORD-02048,2024-11-07 04:01:00,CUST-0435,B2B,B2B Pharmacy,Gold,La Marsa,KINZ-017,Brume parfumée Jasmin,Fragrance,24,24.000,576.000,0.12,Bank Transfer,0.000,4055.040
ORD-02048,2024-11-07 04:01:00,CUST-0435,B2B,B2B Pharmacy,Gold,La Marsa,KINZ-015,Lait de corps Bergamote - 125ml,Body Care,24,20.000,480.000,0.12,Bank Transfer,0.000,4055.040
ORD-02048,2024-11-07 04:01:00,CUST-0435,B2B,B2B Pharmacy,Gold,La Marsa,KINZ-027,Crème Contour des Yeux - 18ml,Skincare,24,49.000,1176.000,0.12,Bank Transfer,0.000,4055.040
ORD-02049,2023-04-08 17:51:00,CUST-0133,B2C,B2C Web,Platinum,Ben Arous,KINZ-012,Duo Fruité - Framboise,Gift Sets,1,33.000,33.000,0.02,Cash on Delivery,7.000,39.340
ORD-02050,2023-03-27 14:01:00,CUST-0058,B2C,B2C Instagram,Silver,Kasserine,KINZ-018,Gel douche jasmin,Body Care,1,20.000,20.000,0.10,Cash on Delivery,7.000,25.000
ORD-02051,2024-02-13 08:19:00,CUST-0280,B2C,B2C Facebook,Gold,Tunis,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,1,19.900,19.900,0.09,Bank Transfer,0.000,108.199
ORD-02051,2024-02-13 08:19:00,CUST-0280,B2C,B2C Facebook,Gold,Tunis,KINZ-025,Pack Framboise + Trousse offerte,Accessories,1,99.000,99.000,0.09,Bank Transfer,0.000,108.199
ORD-02052,2024-03-24 00:34:00,CUST-0192,B2B,B2B Spa,Platinum,Kairouan,KINZ-026,Pack Bergamote & Verveine + Trousse offerte,Accessories,3,99.000,297.000,0.10,Bank Transfer,0.000,534.600
ORD-02052,2024-03-24 00:34:00,CUST-0192,B2B,B2B Spa,Platinum,Kairouan,KINZ-001,Pack Jasmin + Trousse offerte,Accessories,3,99.000,297.000,0.10,Bank Transfer,0.000,534.600
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-003,Pack Anti-Âge & Éclat Naturel - Routine Complète (2 produits gratuits🎁),Gift Sets,3,157.000,471.000,0.12,Card (Stripe),0.000,728.376
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-006,Trousse Rose Clair - Signée Kinz,Accessories,3,19.900,59.700,0.12,Card (Stripe),0.000,728.376
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-017,Brume parfumée Jasmin,Fragrance,3,24.000,72.000,0.12,Card (Stripe),0.000,728.376
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-016,Huile sèche pailletée Bergamote,Vegetable Oils,3,35.000,105.000,0.12,Card (Stripe),0.000,728.376
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-022,Gel douche Framboise,Body Care,3,20.000,60.000,0.12,Card (Stripe),0.000,728.376
ORD-02053,2024-02-17 02:48:00,CUST-0305,B2B,B2B Pharmacy,Gold,Sfax,KINZ-019,Lait de corps jasmin - 125ml,Body Care,3,20.000,60.000,0.12,Card (Stripe),0.000,728.376
ORD-02054,2024-05-03 21:40:00,CUST-0477,B2B,B2B Pharmacy,Silver,Bizerte,KINZ-002,Pack Hydratation & Anti-Tâches - L'Essentiel Éclat,Gift Sets,3,99.000,297.000,0.12,Card (Stripe),0.000,314.160
